Date,Open,High,Low,Close,Adj Close,Volume
2023-07-03,276.489990,284.250000,275.109985,279.820007,279.820007,119685900
2023-07-05,278.820007,283.850006,277.600006,282.480011,282.480011,131530900
2023-07-06,278.089996,279.970001,272.880005,276.540009,276.540009,120332100
2023-07-07,278.429993,280.779999,273.769989,274.429993,274.429993,113602000
2023-07-10,276.470001,277.519989,265.100006,269.609985,269.609985,119425400
2023-07-11,268.649994,270.899994,266.369995,269.790009,269.790009,91972400
2023-07-12,276.329987,276.519989,271.459991,271.989990,271.989990,95672100
2023-07-13,274.589996,279.450012,270.600006,277.899994,277.899994,112681500
2023-07-14,277.010010,285.299988,276.309998,281.380005,281.380005,119771100
2023-07-17,286.630005,292.230011,283.570007,290.380005,290.380005,131569600
2023-07-18,290.149994,295.260010,286.010010,293.339996,293.339996,112434700
2023-07-19,296.040009,299.290009,289.519989,291.260010,291.260010,142355400
2023-07-20,279.559998,280.929993,261.200012,262.899994,262.899994,175158300
2023-07-21,268.000000,268.000000,255.800003,260.019989,260.019989,161050100
2023-07-24,255.850006,269.850006,254.119995,269.059998,269.059998,136508500
2023-07-25,272.380005,272.899994,265.000000,265.279999,265.279999,112757300
2023-07-26,263.250000,268.040009,261.750000,264.350006,264.350006,95856200
2023-07-27,268.309998,269.130005,255.300003,255.710007,255.710007,103697300
2023-07-28,259.859985,267.250000,258.230011,266.440002,266.440002,111446000
2023-07-31,267.480011,269.079987,263.779999,267.429993,267.429993,84582200
2023-08-01,266.260010,266.470001,260.250000,261.070007,261.070007,83166000
2023-08-02,255.570007,259.519989,250.490005,254.110001,254.110001,101752900
2023-08-03,252.039993,260.489990,252.000000,259.320007,259.320007,97569100
2023-08-04,260.970001,264.769989,253.110001,253.860001,253.860001,99242600
2023-08-07,251.449997,253.649994,242.759995,251.449997,251.449997,111097900
2023-08-08,247.449997,250.919998,245.009995,249.699997,249.699997,96642200
2023-08-09,250.869995,251.100006,241.899994,242.190002,242.190002,101596300
2023-08-10,245.399994,251.800003,243.000000,245.339996,245.339996,109498600
2023-08-11,241.770004,243.789993,238.020004,242.649994,242.649994,98866600
2023-08-14,235.699997,240.660004,233.750000,239.759995,239.759995,98595300
2023-08-15,238.729996,240.500000,232.610001,232.960007,232.960007,88197600
2023-08-16,228.020004,233.970001,225.380005,225.600006,225.600006,112484500
2023-08-17,226.059998,226.740005,218.830002,219.220001,219.220001,120718400
2023-08-18,214.119995,217.580002,212.360001,215.490005,215.490005,135813700
2023-08-21,221.550003,232.130005,220.580002,231.279999,231.279999,135702700
2023-08-22,240.250000,240.820007,229.550003,233.190002,233.190002,130597900
2023-08-23,229.339996,238.979996,229.289993,236.860001,236.860001,101077600
2023-08-24,238.660004,238.919998,228.179993,230.039993,230.039993,99777400
2023-08-25,231.309998,239.000000,230.350006,238.589996,238.589996,106612200
2023-08-28,242.580002,244.380005,235.350006,238.820007,238.820007,107673700
2023-08-29,238.580002,257.480011,237.770004,257.179993,257.179993,134047600
2023-08-30,254.199997,260.510010,250.589996,256.899994,256.899994,121988400
2023-08-31,255.979996,261.179993,255.050003,258.079987,258.079987,108861700
2023-09-01,257.260010,259.079987,242.009995,245.009995,245.009995,132272500
2023-09-05,245.000000,258.000000,244.860001,256.489990,256.489990,129469600
2023-09-06,255.139999,255.389999,245.059998,251.919998,251.919998,116959800
2023-09-07,245.070007,252.809998,243.270004,251.490005,251.490005,115312900
2023-09-08,251.220001,256.519989,246.669998,248.500000,248.500000,118367700
2023-09-11,264.269989,274.850006,260.609985,273.579987,273.579987,174667900
2023-09-12,270.760010,278.390015,266.600006,267.480011,267.480011,135999900
2023-09-13,270.070007,274.980011,268.100006,271.299988,271.299988,111673700
2023-09-14,271.320007,276.709991,270.420013,276.040009,276.040009,107709800
2023-09-15,277.549988,278.980011,271.000000,274.390015,274.390015,133422800
2023-09-18,271.160004,271.440002,263.760010,265.279999,265.279999,101543300
2023-09-19,264.350006,267.850006,261.200012,266.500000,266.500000,103704000
2023-09-20,267.040009,273.929993,262.459991,262.589996,262.589996,122514600
2023-09-21,257.850006,260.859985,254.210007,255.699997,255.699997,119531000
2023-09-22,257.399994,257.790009,244.479996,244.880005,244.880005,127524100
2023-09-25,243.380005,247.100006,238.309998,246.990005,246.990005,104636600
2023-09-26,242.979996,249.550003,241.660004,244.119995,244.119995,101993600
2023-09-27,244.259995,245.330002,234.580002,240.500000,240.500000,136597200
2023-09-28,240.020004,247.550003,238.649994,246.380005,246.380005,117058900
2023-09-29,250.000000,254.770004,246.350006,250.220001,250.220001,128346200
